book_id,title,book_description
162923,"A Ticket to the Boneyard (Matthew Scudder, #8)","Matt Scudder put the brilliant and elusive James Leo Motley behind bars - for good, or so he hoped. Because Motley went down swearing revenge on Scudder and anyone who knew him. Twelve years later, Motley is out and giving his psychopathic tendencies free rein. No one is safe, friends, lovers and even strangers unfortunate enough to share the Scudder name. Each step in the
  Matt Scudder put the brilliant and elusive James Leo Motley behind bars - for good, or so he hoped. Because Motley went down swearing revenge on Scudder and anyone who knew him. Twelve years later, Motley is out and giving his psychopathic tendencies free rein. No one is safe, friends, lovers and even strangers unfortunate enough to share the Scudder name. Each step in the resulting grisly dance takes the Big Apple PI one step further away from Al-Anon and one step nearer to death.
  ...more"
18679391,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War","Karen Abbott, the New York Times bestselling author of Sin in the Second City and “pioneer of sizzle history” (USA Today), tells the spellbinding true story of four women who risked everything to become spies during the Civil War.Karen Abbott illuminates one of the most fascinating yet little known aspects of the Civil War: the stories of four courageous women—a socialite,
  Karen Abbott, the New York Times bestselling author of Sin in the Second City and “pioneer of sizzle history” (USA Today), tells the spellbinding true story of four women who risked everything to become spies during the Civil War.Karen Abbott illuminates one of the most fascinating yet little known aspects of the Civil War: the stories of four courageous women—a socialite, a farmgirl, an abolitionist, and a widow—who were spies.After shooting a Union soldier in her front hall with a pocket pistol, Belle Boyd became a courier and spy for the Confederate army, using her charms to seduce men on both sides. Emma Edmonds cut off her hair and assumed the identity of a man to enlist as a Union private, witnessing the bloodiest battles of the Civil War. The beautiful widow, Rose O’Neale Greenhow, engaged in affairs with powerful Northern politicians to gather intelligence for the Confederacy, and used her young daughter to send information to Southern generals. Elizabeth Van Lew, a wealthy Richmond abolitionist, hid behind her proper Southern manners as she orchestrated a far-reaching espionage ring, right under the noses of suspicious rebel detectives.Using a wealth of primary source material and interviews with the spies’ descendants, Abbott seamlessly weaves the adventures of these four heroines throughout the tumultuous years of the war. With a cast of real-life characters including Walt Whitman, Nathaniel Hawthorne, General Stonewall Jackson, detective Allan Pinkerton, Abraham and Mary Todd Lincoln, and Emperor Napoleon III, Liar, Temptress, Soldier, Spy draws you into the war as these daring women lived it.Liar, Temptress, Soldier, Spy contains 39 black & white photos and 3 maps.
  ...more"
10263986,The Man in the Rockefeller Suit: The Astonishing Rise and Spectacular Fall of a Serial Impostor,"A real-life Talented Mr. Ripley, the unbelievable thirty-year run of a shape-shifting con man.The career con man who convincingly passed himself off as Clark Rockefeller was born in a small village in Germany. At seventeen, obsessed with getting to America, he flew into the country on dubious student visa documents and thus began his journey of deception.Over the next thir
  A real-life Talented Mr. Ripley, the unbelievable thirty-year run of a shape-shifting con man.The career con man who convincingly passed himself off as Clark Rockefeller was born in a small village in Germany. At seventeen, obsessed with getting to America, he flew into the country on dubious student visa documents and thus began his journey of deception.Over the next thirty years, boldly assuming a series of false identities, he moved up the social ladder through exclusive enclaves on both coasts, culminating in a stunning twelve-year marriage to a rising-star businesswoman with a Harvard MBA who believed she'd wed a member of the infamously wealthy Rockefeller family. The impostor charmed his way into exclusive clubs and financial institutions - working on Wall Street, showing off an extraordinary art collection - until his marriage ended, and he was arrested for kidnapping his daughter, which exposed his past of astounding deceptions as well as a connection to the bizarre disappearance of a California couple in the mid-1980s.
  ...more"
6101718,The Magicians (The Magicians #1),"A thrilling and original coming-of-age novel for adults about a young man practicing magic in the real world.Quentin Coldwater is brilliant but miserable. A senior in high school, he’s still secretly preoccupied with a series of fantasy novels he read as a child, set in a magical land called Fillory. Imagine his surprise when he finds himself unexpectedly admitted to a ver
  A thrilling and original coming-of-age novel for adults about a young man practicing magic in the real world.Quentin Coldwater is brilliant but miserable. A senior in high school, he’s still secretly preoccupied with a series of fantasy novels he read as a child, set in a magical land called Fillory. Imagine his surprise when he finds himself unexpectedly admitted to a very secret, very exclusive college of magic in upstate New York, where he receives a thorough and rigorous education in the craft of modern sorcery. He also discovers all the other things people learn in college: friendship, love, sex, booze, and boredom. Something is missing, though. Magic doesn’t bring Quentin the happiness and adventure he dreamed it would. After graduation he and his friends make a stunning discovery: Fillory is real. But the land of Quentin’s fantasies turns out to be much darker and more dangerous than he could have imagined. His childhood dream becomes a nightmare with a shocking truth at its heart. At once psychologically piercing and magnificently absorbing, The Magicians boldly moves into uncharted literary territory, imagining magic as practiced by real people, with their capricious desires and volatile emotions. Lev Grossman creates an utterly original world in which good and evil aren’t black and white, love and sex aren’t simple or innocent, and power comes at a terrible price.
  ...more"
935308,"Faceless Killers (Kurt Wallander, #1)","It was a senselessly violent crime: on a cold night in a remote Swedish farmhouse an elderly farmer is bludgeoned to death, and his wife is left to die with a noose around her neck. And as if this didn’t present enough problems for the Ystad police Inspector Kurt Wallander, the dying woman’s last word is foreign, leaving the police the one tangible clue they have–and in th
  It was a senselessly violent crime: on a cold night in a remote Swedish farmhouse an elderly farmer is bludgeoned to death, and his wife is left to die with a noose around her neck. And as if this didn’t present enough problems for the Ystad police Inspector Kurt Wallander, the dying woman’s last word is foreign, leaving the police the one tangible clue they have–and in the process, the match that could inflame Sweden’s already smoldering anti-immigrant sentiments. Unlike the situation with his ex-wife, his estranged daughter, or the beautiful but married young prosecuter who has piqued his interest, in this case, Wallander finds a problem he can handle. He quickly becomes obsessed with solving the crime before the already tense situation explodes, but soon comes to realize that it will require all his reserves of energy and dedication to solve.--back cover
  ...more"
613792,The Zimmermann Telegram,"The Proud Tower, the Pulitzer Prize–winning The Guns of August, and The Zimmermann Telegram comprise Barbara W. Tuchman’s classic histories of the First World War era    In January 1917, the war in Europe was, at best, a tragic standoff. Britain knew that all was lost unless the United States joined the war, but President Wilson was unshakable in his neutrality. At just t

  The Proud Tower, the Pulitzer Prize–winning The Guns of August, and The Zimmermann Telegram comprise Barbara W. Tuchman’s classic histories of the First World War era
     In January 1917, the war in Europe was, at best, a tragic standoff. Britain knew that all was lost unless the United States joined the war, but President Wilson was unshakable in his neutrality. At just this moment, a crack team of British decoders in a quiet office known as Room 40 intercepted a document that would change history. The Zimmermann telegram was a top-secret message to the president of Mexico, inviting him to join Germany and Japan in an invasion of the United States. How Britain managed to inform the American government without revealing that the German codes had been broken makes for an incredible story of espionage and intrigue as only Barbara W. Tuchman could tell it.  Praise for The Zimmermann Telegram   “A true, lucid thriller . . . a tremendous tale of hushed and unhushed uproars in the linked fields of war and diplomacy . . . Tuchman makes the most of it with a creative writer’s sense of drama and a scholar’s obeisance to the evidence.”—The New York Times  “The tale has most of the ingredients of an Eric Ambler spy thriller.”—Saturday Review
  ...more"
15797695,Scowler,"Imagine your father is a monster. Would that mean there are monsters inside you, too?Nineteen-year-old Ry Burke, his mother, and little sister scrape by for a living on their dying family farm. Ry wishes for anything to distract him from the grim memories of his father's physical and emotional abuse. Then a meteorite falls from the sky, bringing with it not only a fragment
  Imagine your father is a monster. Would that mean there are monsters inside you, too?Nineteen-year-old Ry Burke, his mother, and little sister scrape by for a living on their dying family farm. Ry wishes for anything to distract him from the grim memories of his father's physical and emotional abuse. Then a meteorite falls from the sky, bringing with it not only a fragment from another world but also the arrival of a ruthless man intent on destroying the entire family. Soon Ry is forced to defend himself by resurrecting a trio of imaginary childhood protectors: kindly Mr. Furrington, wise Jesus, and the bloodthirsty Scowler. 
  ...more"
3171646,Come Sit by Me,"Karen's friend Nicholas has AIDS. When Karen's parents find out that Nicholas is being left out by the other children, they help organize a meeting to address fears of both caregivers and children."
7853757,"Moonlight Mile (Kenzie & Gennaro,#6)","Amanda McCready was four years old when she vanished from a Boston neighborhood twelve years ago. Desperate pleas for help from the child's aunt led investigators Kenzie and Gennaro to take on the case. The pair risked everything to find the young girl—only to orchestrate her return to a neglectful mother and a broken home.Now Amanda is sixteen—and gone again. A stellar st
  Amanda McCready was four years old when she vanished from a Boston neighborhood twelve years ago. Desperate pleas for help from the child's aunt led investigators Kenzie and Gennaro to take on the case. The pair risked everything to find the young girl—only to orchestrate her return to a neglectful mother and a broken home.Now Amanda is sixteen—and gone again. A stellar student, brilliant but aloof, she seemed destined to escape her upbringing. Yet Amanda's aunt is once more knocking on Patrick Kenzie's door, fearing the worst for the little girl who has blossomed into a striking, clever young woman—a woman who hasn't been seen in weeks.Haunted by their consciences, Kenzie and Gennaro revisit the case that troubled them the most. Their search leads them into a world of identity thieves, methamphetamine dealers, a mentally unstable crime boss and his equally demented wife, a priceless, thousand-year-old cross, and a happily homicidal Russian gangster. It's a world in which motives and allegiances constantly shift and mistakes are fatal.In their desperate fight to confront the past and find Amanda McCready, Kenzie and Gennaro will be forced to question if it's possible to do the wrong thing and still be right or to do the right thing and still be wrong. As they face an evil that goes beyond broken families and broken dreams, they discover that the sins of yesterday don't always stay buried and the crimes of today could end their lives.
  ...more"
13060,Nature Girl,"In his latest New York Times bestseller, Hiaasen introduces impassioned, possibly bipolar, self-proclaimed queen of lost causes Honey Santana, who schemes to help rid the world of irresponsibility, indifference, and dinnertime sales calls."
14891886,Alan Turing: The Enigma,"It is only a slight exaggeration to say that the British mathematician Alan Turing (1912-1954) saved the Allies from the Nazis, invented the computer and artificial intelligence, and anticipated gay liberation by decades--all before his suicide at age forty-one. This classic biography of the founder of computer science, reissued on the centenary of his birth with a substan
  It is only a slight exaggeration to say that the British mathematician Alan Turing (1912-1954) saved the Allies from the Nazis, invented the computer and artificial intelligence, and anticipated gay liberation by decades--all before his suicide at age forty-one. This classic biography of the founder of computer science, reissued on the centenary of his birth with a substantial new preface by the author, is the definitive account of an extraordinary mind and life. A gripping story of mathematics, computers, cryptography, and homosexual persecution, Andrew Hodges's acclaimed book captures both the inner and outer drama of Turing's life. Hodges tells how Turing's revolutionary idea of 1936--the concept of a universal machine--laid the foundation for the modern computer and how Turing brought the idea to practical realization in 1945 with his electronic design. The book also tells how this work was directly related to Turing's leading role in breaking the German Enigma ciphers during World War II, a scientific triumph that was critical to Allied victory in the Atlantic. At the same time, this is the tragic story of a man who, despite his wartime service, was eventually arrested, stripped of his security clearance, and forced to undergo a humiliating treatment program--all for trying to live honestly in a society that defined homosexuality as a crime.
  ...more"
4749235,The Myth of the Rational Market: Wall Street's Impossible Quest for Predictable Markets,"Chronicling the rise and fall of the efficient market theory and the century-long making of the modern financial industry, Justin Fox's ""The Myth of the Rational Market"" is as much an intellectual whodunit as a cultural history of the perils and possibilities of risk. The book brings to life the people and ideas that forged modern finance and investing, from the formative
  Chronicling the rise and fall of the efficient market theory and the century-long making of the modern financial industry, Justin Fox's ""The Myth of the Rational Market"" is as much an intellectual whodunit as a cultural history of the perils and possibilities of risk. The book brings to life the people and ideas that forged modern finance and investing, from the formative days of Wall Street through the Great Depression and into the financial calamity of today. It's a tale that features professors who made and lost fortunes, battled fiercely over ideas, beat the house in blackjack, wrote bestselling books, and played major roles on the world stage. It's also a tale of Wall Street's evolution, the power of the market to generate wealth and wreak havoc, and free market capitalism's war with itself.The efficient market hypothesis--long part of academic folklore but codified in the 1960s at the University of Chicago--has evolved into a powerful myth. It has been the maker and loser of fortunes, the driver of trillions of dollars, the inspiration for index funds and vast new derivatives markets, and the guidepost for thousands of careers. The theory holds that the market is always right, and that the decisions of millions of rational investors, all acting on information to outsmart one another, always provide the best judge of a stock's value. That myth is crumbling.Celebrated journalist and columnist Fox introduces a new wave of economists and scholars who no longer teach that investors are rational or that the markets are always right. Many of them now agree with Yale professor Robert Shiller that the efficient markets theory ""represents one of the most remarkable errors in the history of economic thought."" Today the theory has given way to counterintuitive hypotheses about human behavior, psychological models of decision making, and the irrationality of the markets. Investors overreact, underreact, and make irrational decisions based on imperfect data. In his landmark treatment of the history of the world's markets, Fox uncovers the new ideas that may come to drive the market in the century ahead.
  ...more"
2187,Middlesex,"Middlesex tells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family, who travel from a tiny village overlooking Mount Olympus in Asia Minor to Prohibition-era Detroit, witnessing its glory days as the Motor City and the race riots of 1967 before moving out to the tree-lined streets of suburban Grosse Pointe, Michig
  Middlesex tells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family, who travel from a tiny village overlooking Mount Olympus in Asia Minor to Prohibition-era Detroit, witnessing its glory days as the Motor City and the race riots of 1967 before moving out to the tree-lined streets of suburban Grosse Pointe, Michigan. To understand why Calliope is not like other girls, she has to uncover a guilty family secret, and the astonishing genetic history that turns Callie into Cal, one of the most audacious and wondrous narrators in contemporary fiction. Lyrical and thrilling, Middlesex is an exhilarating reinvention of the American epic.
  ...more"
128407,After the First Death,"Lawrence Block weaves his spell in this suspenseful tale of a man haunted by murders he hopes he hasn?t committed . . . It was all too frighteningly familiar. For the second time in his life, Alex Penn wakes up in an alcoholic daze in a cheap hotel room off Times Square and finds himself lying next to the savagely mutilated body of a young woman. After the first death, he
  Lawrence Block weaves his spell in this suspenseful tale of a man haunted by murders he hopes he hasn?t committed . . . It was all too frighteningly familiar. For the second time in his life, Alex Penn wakes up in an alcoholic daze in a cheap hotel room off Times Square and finds himself lying next to the savagely mutilated body of a young woman. After the first death, he was convicted of murder and imprisoned, then released on a technicality. But this time he has to find out what happened during the blackout and why? before the police do.
  ...more"
17755176,The Thicket,"Jack Parker thought he'd already seen his fair share of tragedy. His grandmother was killed in a farm accident when he was barely five years old. His parents have just succumbed to the smallpox epidemic sweeping turn-of-the-century East Texas--orphaning him and his younger sister, Lula.Then catastrophe strikes on the way to their uncle's farm, when a traveling group of ban
  Jack Parker thought he'd already seen his fair share of tragedy. His grandmother was killed in a farm accident when he was barely five years old. His parents have just succumbed to the smallpox epidemic sweeping turn-of-the-century East Texas--orphaning him and his younger sister, Lula.Then catastrophe strikes on the way to their uncle's farm, when a traveling group of bank-robbing bandits murder Jack's grandfather and kidnap his sister. With no elders left for miles, Jack must grow up fast and enlist a band of heroes the likes of which has never been seen if his sister stands any chance at survival. But the best he can come up with is a charismatic, bounty-hunting dwarf named Shorty, a grave-digging son of an ex-slave named Eustace, and a street-smart woman-for-hire named Jimmie Sue who's come into some very intimate knowledge about the bandits (and a few members of Jack's extended family to boot).In the throes of being civilized, East Texas is still a wild, feral place. Oil wells spurt liquid money from the ground. But as Jack's about to find out, blood and redemption rule supreme. In The Thicket, award-winning novelist Joe R. Lansdale lets loose like never before, in a rip-roaring adventure equal parts True Gritand Stand by Me--the perfect introduction to an acclaimed writer whose work has been called ""as funny and frightening as anything that could have been dreamed up by the Brothers Grimm--or Mark Twain"" (New York Times Book Review)
  ...more"
21704,"The Black Dahlia (L.A. Quartet, #1)","On January 15, 1947, the tortured body of a beautiful young woman was found in a vacant lot in Hollywood. Elizabeth Short, the Black Dahlia, a young Hollywood hopeful, had been brutally murdered. Her murder sparked one of the greatest manhunts in California history.In this fictionalized treatment of a real case, Bucky Bleichert and Lee Blanchard, both LA cops obsessed with
  On January 15, 1947, the tortured body of a beautiful young woman was found in a vacant lot in Hollywood. Elizabeth Short, the Black Dahlia, a young Hollywood hopeful, had been brutally murdered. Her murder sparked one of the greatest manhunts in California history.In this fictionalized treatment of a real case, Bucky Bleichert and Lee Blanchard, both LA cops obsessed with the Black Dahlia, journey through the seamy underside of Hollywood to the core of the dead girl's twisted life.""Passionate, violent, frustrating...imaginative and bizarre."" (Los Angeles Times)""Building like a symphony, this is a wonderful, complicated, but accessible tale of ambition, insanity, passion and deceit."" (Publishers Weekly)
  ...more"
52408,Queenpin,"A young woman hired to keep the books at a down-at-the-heels nightclub is taken under the wing of the infamous Gloria Denton, a mob luminary who reigned during the Golden Era of Bugsy Siegel and Lucky Luciano. Notoriously cunning and ruthless, Gloria shows her eager young protégée the ropes, ushering her into a glittering demimonde of late-night casinos, racetracks, bettin
  A young woman hired to keep the books at a down-at-the-heels nightclub is taken under the wing of the infamous Gloria Denton, a mob luminary who reigned during the Golden Era of Bugsy Siegel and Lucky Luciano. Notoriously cunning and ruthless, Gloria shows her eager young protégée the ropes, ushering her into a glittering demimonde of late-night casinos, racetracks, betting parlors, inside heists, and big, big money. Suddenly, the world is at her feet -- as long as she doesn't take any chances, like falling for the wrong guy. As the roulette wheel turns, both mentor and protégée scramble to stay one step ahead of their bosses and each other.
  ...more"
14250145,"The Life of Martin Van Buren: Heir-Apparent to the ""Government"" and the Appointed Successor of General Andrew Jackson: Containing Every Authentic Particular by Which His Extraordinary Character Has Been Formed: With a Concise History of the Events...","Title: The life of Martin Van Buren: heir-apparent to the ""government"" and the appointed successor of General Andrew Jackson: containing every authentic particular by which his extraordinary character has been formed: with a concise history of the events that have occasioned his unparalleled elevation: together with a review of his policy as a statesman.Author: Davy Crocke
  Title: The life of Martin Van Buren: heir-apparent to the ""government"" and the appointed successor of General Andrew Jackson: containing every authentic particular by which his extraordinary character has been formed: with a concise history of the events that have occasioned his unparalleled elevation: together with a review of his policy as a statesman.Author: Davy CrockettPublisher: Gale, Sabin Americana Description: Based on Joseph Sabin's famed bibliography, Bibliotheca Americana, Sabin Americana, 1500--1926 contains a collection of books, pamphlets, serials and other works about the Americas, from the time of their discovery to the early 1900s. Sabin Americana is rich in original accounts of discovery and exploration, pioneering and westward expansion, the U.S. Civil War and other military actions, Native Americans, slavery and abolition, religious history and more.Sabin Americana offers an up-close perspective on life in the western hemisphere, encompassing the arrival of the Europeans on the shores of North America in the late 15th century to the first decades of the 20th century. Covering a span of over 400 years in North, Central and South America as well as the Caribbean, this collection highlights the society, politics, religious beliefs, culture, contemporary opinions and momentous events of the time. It provides access to documents from an assortment of genres, sermons, political tracts, newspapers, books, pamphlets, maps, legislation, literature and more.Now for the first time, these high-quality digital scans of original works are available via print-on-demand, making them readily accessible to libraries, students, independent scholars, and readers of all ages.++++The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to insure edition identification: ++++SourceLibrary: Huntington LibraryDocumentID: SABCP04299700CollectionID: CTRG03-B313PublicationDate: 18360101SourceBibCitation: Selected Americana from Sabin's Dictionary of books relating to AmericaNotes: Also attributed to A.S. Clayton.Collation: 209 p.; 19 cm
  ...more"
17412744,Catastrophe 1914: Europe Goes to War,"From the acclaimed military historian, a new history of the outbreak of World War I: the dramatic stretch from the breakdown of diplomacy to the battles--the Marne, Ypres, Tannenberg--that marked the frenzied first year before the war bogged down in the trenches.  In ""Catastrophe 1914, "" Max Hastings gives us a conflict different from the familiar one of barbed wire, mud a
  From the acclaimed military historian, a new history of the outbreak of World War I: the dramatic stretch from the breakdown of diplomacy to the battles--the Marne, Ypres, Tannenberg--that marked the frenzied first year before the war bogged down in the trenches.  In ""Catastrophe 1914, "" Max Hastings gives us a conflict different from the familiar one of barbed wire, mud and futility. He traces the path to war, making clear why Germany and Austria-Hungary were primarily to blame, and describes the gripping first clashes in the West, where the French army marched into action in uniforms of red and blue with flags flying and bands playing. In August, four days after the French suffered 27,000 men dead in a single day, the British fought an extraordinary holding action against oncoming Germans, one of the last of its kind in history. In October, at terrible cost the British held the allied line against massive German assaults in the first battle of Ypres. Hastings also re-creates the lesser-known battles on the Eastern Front, brutal struggles in Serbia, East Prussia and Galicia, where the Germans, Austrians, Russians and Serbs inflicted three million casualties upon one another by Christmas.  As he has done in his celebrated, award-winning works on World War II, Hastings gives us frank assessments of generals and political leaders and masterly analyses of the political currents that led the continent to war. He argues passionately against the contention that the war was not worth the cost, maintaining that Germany's defeat was vital to the freedom of Europe. Throughout we encounter statesmen, generals, peasants, housewives and private soldiers of seven nations in Hastings's accustomed blend of top-down and bottom-up accounts: generals dismounting to lead troops in bayonet charges over 1,500 feet of open ground; farmers who at first decried the requisition of their horses; infantry men engaged in a haggard retreat, sleeping four hours a night in their haste. This is a vivid new portrait of how a continent became embroiled in war and what befell millions of men and women in a conflict that would change everything.
  ...more"
21455322,Stress Test: Reflections on Financial Crises,"New York Times BestsellerWashington Post BestsellerLos Angeles Times BestsellerStress Test is the story of Tim Geithner’s education in financial crises.  As president of the Federal Reserve Bank of New York and then as President Barack Obama’s secretary of the Treasury, Timothy F. Geithner helped the United States navigate the worst financial crisis since the Great Depress
  New York Times BestsellerWashington Post BestsellerLos Angeles Times BestsellerStress Test is the story of Tim Geithner’s education in financial crises.  As president of the Federal Reserve Bank of New York and then as President Barack Obama’s secretary of the Treasury, Timothy F. Geithner helped the United States navigate the worst financial crisis since the Great Depression, from boom to bust to rescue to recovery. In a candid, riveting, and historically illuminating memoir, he takes readers behind the scenes of the crisis, explaining the hard choices and politically unpalatable decisions he made to repair a broken financial system and prevent the collapse of the Main Street economy. This is the inside story of how a small group of policy makers—in a thick fog of uncertainty, with unimaginably high stakes—helped avoid a second depression but lost the American people doing it. Stress Test is also a valuable guide to how governments can better manage financial crises, because this one won’t be the last.Stress Test reveals a side of Secretary Geithner the public has never seen, starting with his childhood as an American abroad. He recounts his early days as a young Treasury official helping to fight the international financial crises of the 1990s, then describes what he saw, what he did, and what he missed at the New York Fed before the Wall Street boom went bust. He takes readers inside the room as the crisis began, intensified, and burned out of control, discussing the most controversial episodes of his tenures at the New York Fed and the Treasury, including the rescue of Bear Stearns; the harrowing weekend when Lehman Brothers failed; the searing crucible of the AIG rescue as well as the furor over the firm’s lavish bonuses; the battles inside the Obama administration over his widely criticized but ultimately successful plan to end the crisis; and the bracing fight for the most sweeping financial reforms in more than seventy years. Secretary Geithner also describes the aftershocks of the crisis, including the administration’s efforts to address high unemployment, a series of brutal political battles over deficits and debt, and the drama over Europe’s repeated flirtations with the economic abyss. Secretary Geithner is not a politician, but he has things to say about politics—the silliness, the nastiness, the toll it took on his family. But in the end, Stress Test is a hopeful story about public service. In this revealing memoir, Tim Geithner explains how America withstood the ultimate stress test of its political and financial systems.From the Hardcover edition.
  ...more"
2683537,Southern Storm: Sherman's March to the Sea,"Award-winning Civil War historian Noah Andre Trudeau has written a gripping, definitive new account that will stand as the last word on General William Tecumseh Sherman's epic march—a targeted strategy aimed to break not only the Confederate army but an entire society as well. With Lincoln's hard-fought reelection victory in hand, Ulysses S. Grant, commander of the Union f
  Award-winning Civil War historian Noah Andre Trudeau has written a gripping, definitive new account that will stand as the last word on General William Tecumseh Sherman's epic march—a targeted strategy aimed to break not only the Confederate army but an entire society as well. With Lincoln's hard-fought reelection victory in hand, Ulysses S. Grant, commander of the Union forces, allowed Sherman to lead the largest and riskiest operation of the war. In rich detail, Trudeau explains why General Sherman's name is still anathema below the Mason-Dixon Line, especially in Georgia, where he is remembered as ""the one who marched to the sea with death and devastation in his wake.""Sherman's swath of destruction spanned more than sixty miles in width and virtually cut the South in two, badly disabling the flow of supplies to the Confederate army. He led more than 60,000 Union troops to blaze a path from Atlanta to Savannah, ordering his men to burn crops, kill livestock, and decimate everything that fed the Rebel war machine. Grant and Sherman's gamble worked, and the march managed to crush a critical part of the Confederacy and increase the pressure on General Lee, who was already under siege in Virginia.Told through the intimate and engrossing diaries and letters of Sherman's soldiers and the civilians who suffered in their path, Southern Storm paints a vivid picture of an event that would forever change the course of America.
  ...more"
236816,"The Pale Criminal (Bernie Gunther, #2)","Hailed by Salman Rushdie as a ""brilliantly innovative thriller-writer,"" Philip Kerr is the creator of taut, gripping, noir-tinged mysteries that are nothing short of spellbinding. In this second book of the Berlin Noir trilogy, The Pale Criminal brings back Bernie Gunther, an ex-policeman who thought he’d seen everything on the streets of 1930s Berlin—until he turned freel
  Hailed by Salman Rushdie as a ""brilliantly innovative thriller-writer,"" Philip Kerr is the creator of taut, gripping, noir-tinged mysteries that are nothing short of spellbinding. In this second book of the Berlin Noir trilogy, The Pale Criminal brings back Bernie Gunther, an ex-policeman who thought he’d seen everything on the streets of 1930s Berlin—until he turned freelance and each case he tackled sucked him further into the grisly excesses of Nazi subculture. Hard-hitting, fast-paced, and richly detailed, The Pale Criminal is noir writing at its blackest and best.
  ...more"
51496,The Strange Case of Dr. Jekyll and Mr. Hyde,"In this harrowing tale of good and evil, the mild-mannered Dr. Jekyll develops a potion that unleashes his secret, inner persona—the loathsome, twisted Mr. Hyde."
9702207,Killshot,"Carmen e Wayne Colson sono due persone normali, segnate dalla vita, che hanno ormai accettato un'esistenza ordinaria, fatta di piccole cose e di pretese ancor più modeste. La loro unica colpa: trovarsi nel posto sbagliato al momento sbagliato, e sventare, più per istinto che per ragionamento, un tentativo di estorsione violenta. Da quel giorno, niente sarà più lo stesso. C
  Carmen e Wayne Colson sono due persone normali, segnate dalla vita, che hanno ormai accettato un'esistenza ordinaria, fatta di piccole cose e di pretese ancor più modeste. La loro unica colpa: trovarsi nel posto sbagliato al momento sbagliato, e sventare, più per istinto che per ragionamento, un tentativo di estorsione violenta. Da quel giorno, niente sarà più lo stesso. Costretti a fuggire, inseguiti da un killer professionista, Blackbird, e dal sociopatico Richie Nix, scopriranno che perfino il programma protezione testimoni dell'FBI, che li accoglie, è retto dalle stesse regole che hanno appena appreso a loro spese: violenza, inganno, sfruttamento spietato. E si troveranno a lottare da soli per poter sopravvivere.
  ...more"
294430,Lucky You,"Virtually unnoticed, JoLayne Lucks stops by the Grab'n'Go to play the same numbers she's played every week for five years. Each lotto number marking the age at which she dumped a tiresome lover. She doesn't know it yet, but the discarded men in JoLayne's life have finally amounted to something."
18209341,I Don't Know What You Know Me From: Confessions of a Co-Star,"You know Judy Greer, right? Maybe from The Wedding Planner, 13 Going on 30, Carrie, Arrested Development, or The Descendants. Yes, you totally recognize her. And, odds are, you already feel like she’s your friend. In her first book of essays, I Don’t Know What You Know Me From, Greer writes about everything you would hope to hear from your best friend: how a midnight shopp
  You know Judy Greer, right? Maybe from The Wedding Planner, 13 Going on 30, Carrie, Arrested Development, or The Descendants. Yes, you totally recognize her. And, odds are, you already feel like she’s your friend. In her first book of essays, I Don’t Know What You Know Me From, Greer writes about everything you would hope to hear from your best friend: how a midnight shopping trip to Walgreens can cure all; what it’s like to wake up one day with stepchildren; and how she really feels about fans telling her that she’s prettier in person. Yes, it’s all here—from the hilarious moments to the intimate confessions.But Judy Greer isn’t just a regular friend—she’s a celebrity friend. Want to know which celebs she’s peed next to? Or what the Academy Awards are actually like? Or which hot actor gave her father a Harley-Davidson? Don’t worry; Greer reveals all of that, too. You’ll love her because, besides being laugh-out-loud funny, she makes us genuinely feel like she’s one of us. Because even though she sometimes has a stylist and a makeup artist, she still wears (and hates!) Spanx. Because even after almost twenty years in Hollywood, she still hasn’t figured everything out—except that you should always wash your face before bed. Always. 
  ...more"
13079,Skinny Dip,"Marine biologist Chaz Perrone can't tell a sea horse from a sawhorse. And when he throws his beautiful wife, Joey, off a cruise liner, he really should know better. An expert swimmer, Joey makes her way to a floating bale of Jamaican pot-and then to an island inhabited by an ex-cop named Mick Stranahan, whose ex-wives include five waitresses and a TV producer. Now Joey wan
  Marine biologist Chaz Perrone can't tell a sea horse from a sawhorse. And when he throws his beautiful wife, Joey, off a cruise liner, he really should know better. An expert swimmer, Joey makes her way to a floating bale of Jamaican pot-and then to an island inhabited by an ex-cop named Mick Stranahan, whose ex-wives include five waitresses and a TV producer. Now Joey wants to get revenge on Chaz and Mick's happy to help her.But in swampy South Florida, separating lies from truths and stupidity from brilliance isn't easy. Especially when you're after a guy like Chaz-who's bad at murder, great at fraud, and just terrible at getting caught...
  ...more"
